item_id,item_name,category,household_id,purchase_date,expiry_date,purchase_quantity,unit,daily_usage_rate,shelf_life_days,wasted_quantity,wasted_pct,target_label
ITM009,Cheese,Dairy,HH020,2026-05-28,2026-06-27,0.86,kg,0.052,30,0.11,0.128,Medium Risk
ITM015,Butter,Dairy,HH011,2026-01-13,2026-03-14,0.76,kg,0.043,60,0.23,0.303,Medium Risk
ITM013,Frozen Peas,Frozen,HH017,2026-01-11,2026-06-10,1.31,bags,0.173,150,0.16,0.122,Medium Risk
ITM015,Butter,Dairy,HH019,2026-03-28,2026-05-27,0.26,kg,0.143,60,0.02,0.077,Low Risk
ITM005,Ice Cream,Frozen,HH016,2026-05-22,2026-08-20,1.24,tubs,0.139,90,0.18,0.145,Medium Risk
ITM006,Chicken Breast,Meat,HH007,2026-02-01,2026-02-05,1.95,kg,0.187,4,1.95,1.0,High Risk
ITM011,Cereal,Pantry,HH011,2026-04-27,2026-08-25,0.79,boxes,0.093,120,0.15,0.19,Medium Risk
ITM003,Bread,Bakery,HH010,2026-04-20,2026-04-25,1.99,loaves,0.299,5,0.74,0.372,Medium Risk
ITM006,Chicken Breast,Meat,HH016,2026-02-19,2026-02-23,2.22,kg,0.26,4,2.22,1.0,High Risk
ITM011,Cereal,Pantry,HH011,2026-03-27,2026-07-25,0.4,boxes,0.092,120,0.02,0.05,Low Risk
ITM015,Butter,Dairy,HH014,2026-02-14,2026-04-15,0.32,kg,0.126,60,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH018,2026-03-02,2026-05-31,1.31,tubs,0.123,90,0.17,0.13,Medium Risk
ITM006,Chicken Breast,Meat,HH003,2026-05-18,2026-05-22,2.99,kg,0.341,4,2.99,1.0,High Risk
ITM004,Rice,Grains,HH020,2026-03-15,2027-03-15,1.29,kg,0.048,365,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH006,2026-05-14,2026-10-11,1.45,bags,0.108,150,0.19,0.131,Medium Risk
ITM002,Eggs,Dairy,HH006,2026-03-20,2026-04-10,1.9,dozen,0.397,21,0.08,0.042,Low Risk
ITM007,Tomatoes,Produce,HH003,2026-05-25,2026-05-31,1.05,kg,0.437,6,0.03,0.029,Low Risk
ITM007,Tomatoes,Produce,HH004,2026-05-16,2026-05-22,3.37,kg,0.283,6,2.05,0.608,High Risk
ITM008,Yogurt,Dairy,HH018,2026-04-30,2026-05-14,3.14,cups,0.574,14,0.25,0.08,Low Risk
ITM008,Yogurt,Dairy,HH015,2026-04-03,2026-04-17,4.82,cups,0.295,14,0.09,0.019,Low Risk
ITM002,Eggs,Dairy,HH005,2026-05-24,2026-06-14,2.82,dozen,0.229,21,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH020,2026-05-18,2026-07-17,0.5,kg,0.062,60,0.01,0.02,Low Risk
ITM013,Frozen Peas,Frozen,HH007,2026-01-28,2026-06-27,0.85,bags,0.192,150,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH005,2026-05-05,2027-05-05,1.24,kg,0.066,365,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH018,2026-02-17,2026-02-24,2.91,liters,0.857,7,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH003,2026-05-28,2026-06-02,3.04,kg,0.412,5,0.81,0.266,Medium Risk
ITM011,Cereal,Pantry,HH018,2026-05-23,2026-09-20,0.59,boxes,0.076,120,0.02,0.034,Low Risk
ITM015,Butter,Dairy,HH015,2026-02-18,2026-04-19,0.43,kg,0.04,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH010,2026-04-15,2026-04-25,1.39,liters,0.189,10,0.07,0.05,Low Risk
ITM015,Butter,Dairy,HH014,2026-04-07,2026-06-06,0.77,kg,0.081,60,0.03,0.039,Low Risk
ITM007,Tomatoes,Produce,HH002,2026-03-02,2026-03-08,1.07,kg,0.274,6,0.16,0.15,Medium Risk
ITM006,Chicken Breast,Meat,HH001,2026-04-14,2026-04-18,1.52,kg,0.278,4,0.54,0.355,Medium Risk
ITM011,Cereal,Pantry,HH005,2026-04-06,2026-08-04,0.76,boxes,0.073,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH006,2026-03-20,2026-04-03,4.92,cups,0.295,14,1.46,0.297,Medium Risk
ITM013,Frozen Peas,Frozen,HH006,2026-03-26,2026-08-23,1.07,bags,0.105,150,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH016,2026-02-23,2026-02-27,1.93,kg,0.247,4,1.28,0.663,High Risk
ITM011,Cereal,Pantry,HH020,2026-05-15,2026-09-12,0.7,boxes,0.064,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH017,2026-04-22,2026-05-06,4.02,cups,0.429,14,0.68,0.169,Medium Risk
ITM012,Cooking Oil,Pantry,HH014,2026-03-04,2026-08-31,0.36,liters,0.052,180,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH008,2026-04-08,2026-04-13,3.75,loaves,0.758,5,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH009,2026-03-14,2026-03-18,1.19,kg,0.537,4,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH001,2026-02-21,2026-02-26,3.67,loaves,0.218,5,3.47,0.946,High Risk
ITM007,Tomatoes,Produce,HH018,2026-04-29,2026-05-05,2.07,kg,0.249,6,0.35,0.169,Medium Risk
ITM011,Cereal,Pantry,HH006,2026-02-09,2026-06-09,0.57,boxes,0.049,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH008,2026-03-27,2026-05-26,0.4,kg,0.083,60,0.08,0.2,Medium Risk
ITM008,Yogurt,Dairy,HH010,2026-01-14,2026-01-28,3.29,cups,0.298,14,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH019,2026-03-20,2026-07-18,0.82,boxes,0.167,120,0.05,0.061,Low Risk
ITM012,Cooking Oil,Pantry,HH005,2026-05-06,2026-11-02,0.36,liters,0.035,180,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH020,2026-05-27,2026-06-17,1.84,dozen,0.15,21,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH013,2026-03-07,2026-03-12,4.08,loaves,0.545,5,1.86,0.456,Medium Risk
ITM006,Chicken Breast,Meat,HH018,2026-05-04,2026-05-08,2.2,kg,0.427,4,0.21,0.095,Low Risk
ITM007,Tomatoes,Produce,HH008,2026-03-02,2026-03-08,1.41,kg,0.392,6,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH002,2026-01-20,2027-01-20,1.23,kg,0.16,365,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH017,2026-02-24,2026-03-03,2.98,liters,0.33,7,0.63,0.211,Medium Risk
ITM005,Ice Cream,Frozen,HH013,2026-01-20,2026-04-20,1.36,tubs,0.149,90,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH013,2026-04-28,2026-09-25,1.1,bags,0.201,150,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH002,2026-01-03,2026-01-09,1.91,kg,0.198,6,1.11,0.581,High Risk
ITM014,Orange Juice,Beverages,HH011,2026-04-22,2026-05-02,1.9,liters,0.238,10,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH017,2026-05-09,2026-11-05,0.4,liters,0.026,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH007,2026-04-28,2026-10-25,0.24,liters,0.035,180,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH017,2026-03-26,2026-04-09,3.24,cups,0.3,14,0.05,0.015,Low Risk
ITM015,Butter,Dairy,HH019,2026-04-16,2026-06-15,0.7,kg,0.094,60,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH017,2026-05-26,2026-06-01,1.21,kg,0.445,6,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH019,2026-04-26,2026-05-01,4.84,loaves,0.804,5,0.07,0.014,Low Risk
ITM011,Cereal,Pantry,HH013,2026-05-29,2026-09-26,0.95,boxes,0.074,120,0.2,0.211,Medium Risk
ITM010,Bananas,Produce,HH009,2026-05-10,2026-05-15,2.21,kg,0.597,5,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH011,2026-01-02,2026-01-06,2.14,kg,0.192,4,2.12,0.991,High Risk
ITM001,Milk,Dairy,HH012,2026-02-03,2026-02-10,4.9,liters,0.482,7,2.74,0.559,High Risk
ITM006,Chicken Breast,Meat,HH017,2026-02-13,2026-02-17,2.31,kg,0.329,4,1.71,0.74,High Risk
ITM012,Cooking Oil,Pantry,HH005,2026-03-11,2026-09-07,0.17,liters,0.038,180,0.04,0.235,Medium Risk
ITM011,Cereal,Pantry,HH014,2026-03-21,2026-07-19,0.7,boxes,0.081,120,0.1,0.143,Medium Risk
ITM010,Bananas,Produce,HH014,2026-02-20,2026-02-25,3.42,kg,0.551,5,0.8,0.234,Medium Risk
ITM009,Cheese,Dairy,HH007,2026-05-24,2026-06-23,0.85,kg,0.115,30,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH009,2026-03-13,2026-08-10,1.05,bags,0.137,150,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH010,2026-04-08,2026-08-06,0.61,boxes,0.037,120,0.05,0.082,Low Risk
ITM011,Cereal,Pantry,HH020,2026-03-21,2026-07-19,0.76,boxes,0.071,120,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH012,2026-03-10,2026-09-06,0.39,liters,0.06,180,0.09,0.231,Medium Risk
ITM007,Tomatoes,Produce,HH020,2026-05-07,2026-05-13,1.05,kg,0.258,6,0.03,0.029,Low Risk
ITM012,Cooking Oil,Pantry,HH003,2026-03-29,2026-09-25,0.33,liters,0.077,180,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH018,2026-04-02,2026-07-31,0.67,boxes,0.081,120,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH015,2026-03-08,2026-03-15,5.77,liters,0.447,7,3.38,0.586,High Risk
ITM009,Cheese,Dairy,HH003,2026-01-23,2026-02-22,0.93,kg,0.089,30,0.09,0.097,Low Risk
ITM006,Chicken Breast,Meat,HH020,2026-05-22,2026-05-26,1.32,kg,0.213,4,0.55,0.417,Medium Risk
ITM004,Rice,Grains,HH011,2026-01-27,2027-01-27,0.79,kg,0.131,365,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH008,2026-05-20,2026-05-24,2.49,kg,0.362,4,1.14,0.458,Medium Risk
ITM014,Orange Juice,Beverages,HH016,2026-05-09,2026-05-19,1.43,liters,0.302,10,0.02,0.014,Low Risk
ITM010,Bananas,Produce,HH017,2026-02-23,2026-02-28,1.83,kg,0.273,5,0.18,0.098,Low Risk
ITM014,Orange Juice,Beverages,HH013,2026-02-21,2026-03-03,1.95,liters,0.205,10,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH009,2026-01-25,2026-01-30,3.37,kg,0.424,5,1.51,0.448,Medium Risk
ITM003,Bread,Bakery,HH004,2026-01-24,2026-01-29,2.58,loaves,0.432,5,0.78,0.302,Medium Risk
ITM003,Bread,Bakery,HH005,2026-02-13,2026-02-18,3.33,loaves,0.299,5,3.33,1.0,High Risk
ITM007,Tomatoes,Produce,HH013,2026-04-14,2026-04-20,1.54,kg,0.361,6,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH012,2026-02-12,2027-02-12,1.28,kg,0.099,365,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH005,2026-04-21,2026-04-26,4.89,loaves,0.364,5,4.89,1.0,High Risk
ITM005,Ice Cream,Frozen,HH008,2026-03-31,2026-06-29,0.83,tubs,0.211,90,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH004,2026-01-11,2026-01-17,1.83,kg,0.608,6,0.09,0.049,Low Risk
ITM008,Yogurt,Dairy,HH006,2026-05-23,2026-06-06,2.71,cups,0.466,14,0.1,0.037,Low Risk
ITM015,Butter,Dairy,HH011,2026-02-08,2026-04-09,0.34,kg,0.035,60,0.02,0.059,Low Risk
ITM015,Butter,Dairy,HH015,2026-05-29,2026-07-28,0.47,kg,0.032,60,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH005,2026-02-07,2026-02-21,1.61,cups,0.381,14,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH005,2026-05-11,2026-05-16,3.53,loaves,0.253,5,3.47,0.983,High Risk
ITM004,Rice,Grains,HH011,2026-03-06,2027-03-06,0.59,kg,0.112,365,0.09,0.153,Medium Risk
ITM005,Ice Cream,Frozen,HH009,2026-01-01,2026-04-01,1.92,tubs,0.206,90,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH001,2026-01-01,2026-01-31,0.91,kg,0.06,30,0.4,0.44,Medium Risk
ITM002,Eggs,Dairy,HH003,2026-05-09,2026-05-30,1.36,dozen,0.477,21,0.19,0.14,Medium Risk
ITM012,Cooking Oil,Pantry,HH009,2026-04-17,2026-10-14,0.49,liters,0.05,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH008,2026-03-25,2026-09-21,0.18,liters,0.04,180,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH011,2026-02-21,2026-03-07,1.5,cups,0.303,14,0.15,0.1,Low Risk
ITM013,Frozen Peas,Frozen,HH020,2026-04-23,2026-09-20,1.24,bags,0.112,150,0.04,0.032,Low Risk
ITM013,Frozen Peas,Frozen,HH019,2026-03-19,2026-08-16,1.02,bags,0.264,150,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH011,2026-05-29,2026-06-03,1.31,kg,0.371,5,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH017,2026-03-20,2026-09-16,0.44,liters,0.031,180,0.07,0.159,Medium Risk
ITM013,Frozen Peas,Frozen,HH001,2026-05-20,2026-10-17,1.0,bags,0.131,150,0.2,0.2,Medium Risk
ITM001,Milk,Dairy,HH011,2026-03-24,2026-03-31,5.09,liters,0.473,7,1.48,0.291,Medium Risk
ITM011,Cereal,Pantry,HH003,2026-04-30,2026-08-28,0.92,boxes,0.146,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH010,2026-05-23,2026-07-22,0.32,kg,0.027,60,0.01,0.031,Low Risk
ITM002,Eggs,Dairy,HH019,2026-05-08,2026-05-29,2.58,dozen,0.617,21,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH011,2026-01-18,2026-03-19,0.61,kg,0.04,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH005,2026-03-23,2026-04-02,2.32,liters,0.157,10,0.58,0.25,Medium Risk
ITM004,Rice,Grains,HH010,2026-04-13,2027-04-13,0.76,kg,0.101,365,0.03,0.039,Low Risk
ITM015,Butter,Dairy,HH015,2026-02-11,2026-04-12,0.41,kg,0.044,60,0.01,0.024,Low Risk
ITM006,Chicken Breast,Meat,HH018,2026-02-08,2026-02-12,3.0,kg,0.35,4,2.75,0.917,High Risk
ITM010,Bananas,Produce,HH014,2026-02-14,2026-02-19,2.69,kg,0.339,5,0.85,0.316,Medium Risk
ITM012,Cooking Oil,Pantry,HH012,2026-05-02,2026-10-29,0.42,liters,0.055,180,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH010,2026-03-22,2026-03-26,1.25,kg,0.177,4,0.48,0.384,Medium Risk
ITM010,Bananas,Produce,HH019,2026-05-08,2026-05-13,1.54,kg,0.626,5,0.22,0.143,Medium Risk
ITM001,Milk,Dairy,HH019,2026-04-19,2026-04-26,3.61,liters,0.449,7,0.09,0.025,Low Risk
ITM010,Bananas,Produce,HH015,2026-02-26,2026-03-03,3.44,kg,0.272,5,3.44,1.0,High Risk
ITM005,Ice Cream,Frozen,HH006,2026-01-05,2026-04-05,1.3,tubs,0.138,90,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH009,2026-03-21,2026-03-26,3.23,loaves,0.619,5,0.1,0.031,Low Risk
ITM011,Cereal,Pantry,HH018,2026-01-15,2026-05-15,0.31,boxes,0.081,120,0.04,0.129,Medium Risk
ITM003,Bread,Bakery,HH018,2026-04-02,2026-04-07,4.45,loaves,0.642,5,0.1,0.022,Low Risk
ITM001,Milk,Dairy,HH001,2026-04-27,2026-05-04,2.17,liters,0.495,7,0.15,0.069,Low Risk
ITM003,Bread,Bakery,HH003,2026-02-16,2026-02-21,2.59,loaves,0.729,5,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH007,2026-02-05,2026-02-15,1.76,liters,0.315,10,0.2,0.114,Medium Risk
ITM008,Yogurt,Dairy,HH004,2026-05-01,2026-05-15,4.45,cups,0.574,14,0.99,0.222,Medium Risk
ITM009,Cheese,Dairy,HH013,2026-03-09,2026-04-08,0.63,kg,0.062,30,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH010,2026-05-25,2026-10-22,1.43,bags,0.056,150,0.36,0.252,Medium Risk
ITM013,Frozen Peas,Frozen,HH018,2026-01-20,2026-06-19,0.99,bags,0.234,150,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-01-29,2026-02-04,1.14,kg,0.243,6,0.03,0.026,Low Risk
ITM008,Yogurt,Dairy,HH019,2026-03-29,2026-04-12,1.72,cups,0.807,14,0.18,0.105,Medium Risk
ITM012,Cooking Oil,Pantry,HH001,2026-01-03,2026-07-02,0.34,liters,0.037,180,0.06,0.176,Medium Risk
ITM012,Cooking Oil,Pantry,HH010,2026-03-23,2026-09-19,0.39,liters,0.023,180,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH018,2026-01-25,2026-02-04,1.27,liters,0.247,10,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH002,2026-05-23,2026-05-28,3.42,loaves,0.339,5,3.42,1.0,High Risk
ITM005,Ice Cream,Frozen,HH017,2026-04-08,2026-07-07,1.19,tubs,0.205,90,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH016,2026-05-26,2026-09-23,0.48,boxes,0.081,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH017,2026-03-23,2026-05-22,0.4,kg,0.054,60,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH010,2026-01-30,2026-02-13,1.81,cups,0.158,14,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH016,2026-03-13,2026-08-10,1.12,bags,0.071,150,0.19,0.17,Medium Risk
ITM001,Milk,Dairy,HH017,2026-02-12,2026-02-19,5.58,liters,0.549,7,2.26,0.405,Medium Risk
ITM014,Orange Juice,Beverages,HH017,2026-03-22,2026-04-01,1.05,liters,0.384,10,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-03-07,2026-03-13,2.38,kg,0.267,6,0.94,0.395,Medium Risk
ITM001,Milk,Dairy,HH005,2026-01-22,2026-01-29,1.87,liters,0.257,7,0.18,0.096,Low Risk
ITM008,Yogurt,Dairy,HH001,2026-03-13,2026-03-27,5.0,cups,0.457,14,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH017,2026-02-26,2027-02-26,1.43,kg,0.154,365,0.23,0.161,Medium Risk
ITM015,Butter,Dairy,HH018,2026-02-21,2026-04-22,0.25,kg,0.069,60,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH003,2026-05-17,2026-05-22,2.58,loaves,0.708,5,0.17,0.066,Low Risk
ITM013,Frozen Peas,Frozen,HH014,2026-03-13,2026-08-10,0.99,bags,0.218,150,0.03,0.03,Low Risk
ITM011,Cereal,Pantry,HH007,2026-03-30,2026-07-28,0.33,boxes,0.091,120,0.1,0.303,Medium Risk
ITM004,Rice,Grains,HH018,2026-01-25,2027-01-25,0.5,kg,0.143,365,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH013,2026-03-14,2026-03-21,3.08,liters,0.759,7,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH012,2026-04-13,2026-04-18,3.23,kg,0.205,5,3.22,0.997,High Risk
ITM007,Tomatoes,Produce,HH011,2026-04-13,2026-04-19,1.12,kg,0.216,6,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH013,2026-02-12,2026-02-17,3.5,kg,0.348,5,2.62,0.749,High Risk
ITM012,Cooking Oil,Pantry,HH018,2026-05-28,2026-11-24,0.17,liters,0.069,180,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH010,2026-02-22,2027-02-22,0.95,kg,0.086,365,0.01,0.011,Low Risk
ITM010,Bananas,Produce,HH016,2026-01-24,2026-01-29,2.75,kg,0.372,5,0.85,0.309,Medium Risk
ITM007,Tomatoes,Produce,HH010,2026-05-19,2026-05-25,2.01,kg,0.17,6,1.3,0.647,High Risk
ITM015,Butter,Dairy,HH005,2026-04-28,2026-06-27,0.28,kg,0.029,60,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH004,2026-05-14,2026-05-19,1.65,loaves,0.58,5,0.09,0.055,Low Risk
ITM007,Tomatoes,Produce,HH005,2026-01-17,2026-01-23,1.19,kg,0.158,6,0.29,0.244,Medium Risk
ITM001,Milk,Dairy,HH013,2026-04-05,2026-04-12,2.19,liters,0.468,7,0.38,0.174,Medium Risk
ITM002,Eggs,Dairy,HH018,2026-05-20,2026-06-10,2.66,dozen,0.586,21,0.03,0.011,Low Risk
ITM006,Chicken Breast,Meat,HH014,2026-01-18,2026-01-22,1.84,kg,0.458,4,0.25,0.136,Medium Risk
ITM010,Bananas,Produce,HH013,2026-05-09,2026-05-14,1.58,kg,0.247,5,0.34,0.215,Medium Risk
ITM010,Bananas,Produce,HH003,2026-03-16,2026-03-21,1.33,kg,0.405,5,0.32,0.241,Medium Risk
ITM003,Bread,Bakery,HH017,2026-03-25,2026-03-30,2.75,loaves,0.255,5,2.47,0.898,High Risk
ITM001,Milk,Dairy,HH007,2026-03-26,2026-04-02,3.7,liters,0.382,7,1.49,0.403,Medium Risk
ITM004,Rice,Grains,HH017,2026-05-19,2027-05-19,1.09,kg,0.194,365,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH002,2026-01-25,2026-01-29,2.72,kg,0.369,4,1.71,0.629,High Risk
ITM010,Bananas,Produce,HH009,2026-01-19,2026-01-24,3.0,kg,0.344,5,1.52,0.507,High Risk
ITM011,Cereal,Pantry,HH005,2026-04-05,2026-08-03,0.61,boxes,0.075,120,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH012,2026-04-15,2026-05-06,3.45,dozen,0.277,21,0.39,0.113,Medium Risk
ITM014,Orange Juice,Beverages,HH015,2026-02-05,2026-02-15,1.71,liters,0.191,10,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH014,2026-02-24,2026-05-25,1.48,tubs,0.289,90,0.15,0.101,Medium Risk
ITM009,Cheese,Dairy,HH016,2026-03-24,2026-04-23,0.74,kg,0.101,30,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH003,2026-04-25,2026-04-30,3.39,loaves,0.51,5,0.59,0.174,Medium Risk
ITM014,Orange Juice,Beverages,HH009,2026-02-07,2026-02-17,2.5,liters,0.389,10,0.29,0.116,Medium Risk
ITM005,Ice Cream,Frozen,HH014,2026-01-02,2026-04-02,1.68,tubs,0.175,90,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH018,2026-04-29,2026-06-28,0.57,kg,0.057,60,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH005,2026-02-18,2026-08-17,0.16,liters,0.015,180,0.03,0.188,Medium Risk
ITM014,Orange Juice,Beverages,HH017,2026-04-19,2026-04-29,2.07,liters,0.302,10,0.08,0.039,Low Risk
ITM013,Frozen Peas,Frozen,HH011,2026-04-10,2026-09-07,0.82,bags,0.151,150,0.05,0.061,Low Risk
ITM001,Milk,Dairy,HH013,2026-03-05,2026-03-12,5.73,liters,0.808,7,1.72,0.3,Medium Risk
ITM009,Cheese,Dairy,HH004,2026-05-24,2026-06-23,0.81,kg,0.153,30,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH001,2026-02-22,2026-03-24,0.53,kg,0.069,30,0.08,0.151,Medium Risk
ITM005,Ice Cream,Frozen,HH020,2026-03-09,2026-06-07,1.12,tubs,0.084,90,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH016,2026-04-19,2026-08-17,0.45,boxes,0.054,120,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH015,2026-04-26,2026-04-30,2.55,kg,0.215,4,2.54,0.996,High Risk
ITM011,Cereal,Pantry,HH010,2026-05-11,2026-09-08,0.56,boxes,0.044,120,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH001,2026-01-22,2026-04-22,0.62,tubs,0.105,90,0.08,0.129,Medium Risk
ITM013,Frozen Peas,Frozen,HH011,2026-03-21,2026-08-18,0.7,bags,0.117,150,0.13,0.186,Medium Risk
ITM006,Chicken Breast,Meat,HH003,2026-02-22,2026-02-26,2.68,kg,0.45,4,1.17,0.437,Medium Risk
ITM003,Bread,Bakery,HH012,2026-03-31,2026-04-05,1.62,loaves,0.545,5,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH006,2026-04-14,2026-07-13,0.65,tubs,0.098,90,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH020,2026-03-01,2027-03-01,0.78,kg,0.085,365,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH006,2026-01-18,2026-02-08,1.39,dozen,0.289,21,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH001,2026-04-09,2026-04-16,4.87,liters,0.497,7,0.95,0.195,Medium Risk
ITM008,Yogurt,Dairy,HH019,2026-03-24,2026-04-07,4.23,cups,0.385,14,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH015,2026-05-14,2026-05-24,1.4,liters,0.094,10,1.1,0.786,High Risk
ITM006,Chicken Breast,Meat,HH013,2026-05-06,2026-05-10,1.03,kg,0.268,4,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH005,2026-04-12,2026-04-19,3.05,liters,0.383,7,0.15,0.049,Low Risk
ITM004,Rice,Grains,HH009,2026-01-07,2027-01-07,0.79,kg,0.217,365,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH004,2026-04-20,2026-04-30,2.16,liters,0.261,10,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH003,2026-04-23,2026-04-28,2.7,loaves,0.729,5,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH003,2026-03-03,2026-03-13,2.75,liters,0.216,10,0.43,0.156,Medium Risk
ITM003,Bread,Bakery,HH019,2026-02-15,2026-02-20,4.96,loaves,0.896,5,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH005,2026-03-23,2026-04-22,0.34,kg,0.033,30,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH001,2026-04-01,2026-04-06,2.19,loaves,0.45,5,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH011,2026-04-26,2026-05-01,3.07,loaves,0.273,5,3.07,1.0,High Risk
ITM003,Bread,Bakery,HH005,2026-05-20,2026-05-25,4.72,loaves,0.268,5,4.29,0.909,High Risk
ITM015,Butter,Dairy,HH005,2026-04-25,2026-06-24,0.37,kg,0.027,60,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH010,2026-04-22,2026-04-26,2.46,kg,0.154,4,2.46,1.0,High Risk
ITM009,Cheese,Dairy,HH013,2026-02-01,2026-03-03,0.41,kg,0.099,30,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH005,2026-03-24,2026-04-03,2.57,liters,0.157,10,1.2,0.467,Medium Risk
ITM007,Tomatoes,Produce,HH018,2026-01-05,2026-01-11,1.06,kg,0.4,6,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH018,2026-02-06,2026-02-12,2.1,kg,0.361,6,0.0,0.0,Low Risk
